school_name,school_type,osslt10,ossltchange,low_inc,no_deg,esl,imm
St Charles College,Catholic,78,-5,15,2,3,2
Geraldton Composite School,Public,43,-10,15,35,0,0
Lake Superior High School,Public,68,0,10,10,0,0
Marathon High School,Public,51,2,10,10,0,0
Nipigon Red Rock District High School,Public,50,-4,10,5,5,0
A B Lucas Secondary School,Public,87,-2,16,3,25,4
Arthur Voaden Secondary School,Public,40,2,20,10,0,0
B Davison Secondary School Secondary School,Public,0,-25,30,15,0,0
Central Elgin Collegiate Institute,Public,79,-4,14,5,4,0
Clarke Road Secondary School,Public,56,9,20,15,6,1
College Avenue Secondary School,Public,49,-16,11,9,2,1
East Elgin Secondary School,Public,59,-4,11,39,22,2
Glencoe District High School,Public,67,-1,25,0,0,0
Glendale High School,Public,67,-7,9,14,2,0
H B Beal Secondary School,Public,66,1,22,7,20,10
Huron Park Secondary School,Public,68,-1,8,6,3,1
Ingersoll District Collegiate Institute,Public,62,-6,9,5,0,0
London Central Secondary School,Public,97,0,17,6,35,2
London South Collegiate Institute,Public,71,-13,19,6,10,2
Lord Dorchester Secondary School,Public,73,-13,5,5,5,0
Medway High School,Public,85,-2,8,2,5,1
Montcalm Secondary School,Public,49,8,34,23,32,13
North Middlesex District High School,Public,59,1,5,0,0,0
Oakridge Secondary School,Public,86,-6,16,2,23,2
Parkside Collegiate Institute,Public,67,-9,12,4,1,0
Saunders Secondary School,Public,68,-9,16,4,17,2
Sir Frederick Banting Secondary School,Public,86,0,20,4,24,5
Sir Wilfrid Laurier Secondary School,Public,75,-5,19,7,15,1
Strathroy District Collegiate Institute,Public,71,-2,8,5,1,0
West Elgin Secondary School,Public,69,3,10,5,0,0
Westminster Secondary School,Public,64,6,31,10,57,29
Woodstock Collegiate Institute,Public,81,3,10,7,1,0
St Ignatius High School,Catholic,83,0,13,4,3,1
St Patrick High School,Catholic,74,-7,12,6,2,1
Bishop Allen Academy Catholic Secondary School,Catholic,88,-7,14,5,27,2
Bishop Marrocco/Thomas Merton Catholic Secondary School,Catholic,72,1,25,19,54,14
Blessed Archbishop Romero Catholic Secondary School,Catholic,53,-11,23,23,56,13
Blessed Cardinal Newman Catholic School,Catholic,68,-9,22,9,32,4
Brebeuf College School,Catholic,72,-4,25,7,53,15
Cardinal Carter Academy for the Arts,Catholic,97,-2,19,6,23,2
Chaminade College School,Catholic,80,-10,20,16,28,5
Dante Alighieri Academy,Catholic,54,-18,21,21,61,24
Father Henry Carr Catholic Secondary School,Catholic,60,-1,29,25,32,20
Father John Redmond Catholic Secondary School,Catholic,94,-2,14,5,31,2
Francis Libermann Catholic High School,Catholic,83,5,24,13,43,11
James Cardinal McGuigan Catholic High School,Catholic,65,6,32,26,52,32
Jean Vanier Catholic Secondary School,Catholic,56,-23,28,13,55,26
Loretto Abbey Catholic Secondary School,Catholic,90,3,18,6,29,4
Loretto College School,Catholic,75,3,20,20,50,10
Madonna Catholic Secondary School,Catholic,79,5,25,17,53,30
Marshall McLuhan Catholic Secondary School,Catholic,76,-4,22,12,56,12
Mary Ward Catholic Secondary School,Catholic,87,-6,24,11,44,5
Michael Power/St Joseph High School,Catholic,85,-4,17,7,32,3
Monsignor Percy Johnson Catholic High School,Catholic,64,-12,25,19,36,9
Neil McNeil High School,Catholic,80,0,22,7,22,3
Notre Dame Catholic High School,Catholic,88,-1,25,8,34,6
Senator O'Connor College School,Catholic,80,-6,24,6,39,11
St John Paul II Catholic Secondary School,Catholic,83,4,20,9,36,4
St Joseph's College School,Catholic,91,2,26,12,40,7
St Mary Catholic Academy Secondary School,Catholic,70,2,26,15,59,31
St Michael's Choir (Sr) School,Catholic,100,0,20,10,20,0
St Mother Teresa Catholic Academy Secondary School,Catholic,72,-7,30,10,20,15
St Patrick Catholic Secondary School,Catholic,76,-10,33,11,55,26
St. Basil-the-Great College School,Catholic,72,4,25,23,36,7
St. Joseph Morrow Park Catholic Secondary School,Catholic,62,-17,25,5,65,30
A Y Jackson Secondary School,Public,90,-2,26,6,72,9
Agincourt Collegiate Institute,Public,93,2,25,16,68,3
Albert Campbell Collegiate Institute,Public,82,-2,25,17,77,13
Bendale Business & Technical Institute,Public,13,-3,35,10,20,0
Birchmount Park Collegiate Institute,Public,79,15,29,9,34,5
Bloor Collegiate Institute,Public,92,3,22,12,54,3
C W Jefferys Collegiate Institute,Public,63,-1,29,25,54,14
Cedarbrae Collegiate Institute,Public,71,2,34,15,51,10
Central Technical School,Public,56,6,29,15,39,13
Central Toronto Academy,Public,73,15,29,15,49,18
Danforth Collegiate Institute and Technical School,Public,72,4,30,10,38,3
David and Mary Thomson Collegiate Institute,Public,68,-3,32,17,57,13
Delphi Secondary Alternative School,Public,79,-8,20,10,40,0
Don Mills Collegiate Institute,Public,89,2,24,8,57,7
Downsview Secondary School,Public,52,13,30,22,40,28
Dr Norman Bethune Collegiate Institute,Public,88,0,25,14,83,12
Earl Haig Secondary School,Public,93,1,33,3,59,17
East York Collegiate Institute,Public,73,1,27,9,46,8
Emery Collegiate Institute,Public,59,-6,31,24,52,24
Etobicoke Collegiate Institute,Public,81,-6,16,4,38,8
Etobicoke School of the Arts,Public,96,-1,12,4,10,1
Forest Hill Collegiate Institute,Public,93,2,18,5,44,20
George Harvey Collegiate Institute,Public,77,11,29,22,59,37
George S Henry Academy,Public,68,12,35,5,60,30
Georges Vanier Secondary School,Public,79,10,31,6,66,23
Harbord Collegiate Institute,Public,90,0,19,10,27,2
Heydon Park Secondary School,Public,13,-2,30,15,30,0
Humberside Collegiate Institute,Public,93,-2,13,5,19,2
Jarvis Collegiate Institute,Public,80,2,46,16,68,10
John Polanyi Collegiate Institute,Public,75,0,26,12,53,27
Kipling Collegiate Institute,Public,59,5,30,30,65,25
L'Amoreaux Collegiate Institute,Public,75,1,29,15,69,14
Lakeshore Collegiate Institute,Public,70,4,20,8,27,9
Lawrence Park Collegiate Institute,Public,94,-3,10,1,14,2
Leaside High School,Public,97,-1,15,4,26,1
Lester B Pearson Collegiate Institute,Public,79,6,21,14,56,6
Malvern Collegiate Institute,Public,90,-7,12,2,9,2
Marc Garneau Collegiate Institute,Public,85,4,46,18,86,22
Martingrove Collegiate Institute,Public,86,-1,21,12,46,5
Monarch Park Collegiate Institute,Public,86,4,24,8,35,5
Newtonbrook Secondary School,Public,76,10,28,6,69,32
North Albion Collegiate Institute,Public,79,8,28,27,63,14
North Toronto Collegiate Institute,Public,98,1,16,2,26,6
Northern Secondary School,Public,87,-4,16,3,16,2
Northview Heights Secondary School,Public,88,3,25,11,69,16
Oakwood Collegiate Institute,Public,68,-2,20,15,25,0
Parkdale Collegiate Institute,Public,77,-9,29,18,51,8
R H King Academy,Public,88,2,24,6,54,4
Richview Collegiate Institute,Public,94,-2,13,7,22,0
Riverdale Collegiate Institute,Public,89,6,25,11,37,1
Rosedale Heights School of the Arts,Public,92,-5,18,7,11,2
Runnymede Collegiate Institute,Public,60,-3,31,20,41,4
SATEC @ W A Porter Collegiate Institute,Public,88,3,25,9,65,6
Scarlett Heights Entrepreneurial Academy,Public,58,8,30,15,40,5
Silverthorn Collegiate Institute,Public,82,2,17,6,37,5
Sir John A Macdonald Collegiate Institute,Public,87,2,22,8,59,8
Sir Oliver Mowat Collegiate Institute,Public,84,2,10,4,18,2
Sir Wilfrid Laurier Collegiate Institute,Public,76,6,28,12,45,6
Stephen Leacock Collegiate Institute,Public,76,2,33,13,63,18
Thistletown Collegiate Institute,Public,80,19,25,20,50,10
Ursula Franklin Academy,Public,100,1,13,5,18,2
Victoria Park Collegiate Institute,Public,80,-4,27,7,62,6
West Hill Collegiate Institute,Public,73,-3,26,10,37,11
West Humber Collegiate Institute,Public,74,-2,21,19,56,6
Western Technical & Commercial School,Public,70,-3,22,11,29,9
Weston Collegiate Institute,Public,70,0,31,21,48,11
Westview Centennial Secondary School,Public,54,8,38,33,45,12
Wexford Collegiate School for the Arts,Public,83,5,22,6,30,4
William Lyon Mackenzie Collegiate Institute,Public,96,3,19,5,50,14
Winston Churchill Collegiate Institute,Public,69,11,30,11,50,12
Woburn Collegiate Institute,Public,77,-4,28,12,61,6
York Memorial Collegiate Institute,Public,76,-2,27,22,55,4
York Mills Collegiate Institute,Public,96,7,22,2,53,8
Bracebridge and Muskoka Lakes Secondary School,Public,83,-2,13,3,2,0
Fenelon Falls Secondary School,Public,65,-4,16,10,0,1
Gravenhurst High School,Public,58,-7,20,10,0,0
Haliburton Highland Secondary School,Public,60,-10,20,15,5,0
Huntsville High School,Public,76,-2,12,3,1,1
I E Weldon Secondary School,Public,80,2,13,5,0,0
Lindsay Collegiate and Vocational Institute,Public,71,2,12,4,1,0
Trillium Lakelands' AETC's,Public,37,-58,16,7,8,1
Almonte District High School,Public,79,11,10,0,0,0
Athens District High School,Public,68,9,15,0,10,0
Brockville Collegiate Institute,Public,78,-10,18,4,12,1
Carleton Place High School,Public,72,4,8,2,6,1
Charlottenburgh and Lancaster District High School,Public,93,7,10,10,5,0
Cornwall Collegiate and Vocational School,Public,46,-20,23,11,17,2
Gananoque Secondary School,Public,77,17,10,5,5,0
Glengarry District High School,Public,83,-4,20,0,5,0
North Dundas District High School,Public,81,17,10,0,0,0
North Grenville District High School,Public,64,-16,8,1,3,1
Perth and District Collegiate Institute,Public,74,1,16,2,3,0
Rideau District High School,Public,51,-24,10,5,0,0
Rockland District High School,Public,66,-8,5,0,10,0
Russell High School,Public,67,-10,5,0,10,0
Seaway District High School,Public,48,-18,20,0,0,0
Smiths Falls District Collegiate Institute,Public,73,-5,17,4,6,0
South Grenville District High School,Public,58,-18,10,10,0,0
St Lawrence Secondary School,Public,60,-19,20,10,25,5
T R Leger School of Adult & Continuing Secondary School,Public,46,5,21,7,4,1
Tagwi Secondary School,Public,66,-5,10,5,0,0
Thousand Islands Secondary School,Public,70,-7,16,4,1,0
Vankleek Hill Collegiate Institute,Public,78,-5,20,0,20,5
Centennial Collegiate and Vocational Institute,Public,91,0,7,2,26,2
Centre Dufferin District High School,Public,77,4,11,2,3,1
Centre Wellington District High School,Public,78,-6,7,6,3,0
College Heights Secondary School,Public,18,-14,10,5,0,0
Erin District High School,Public,89,2,0,0,0,0
Guelph Collegiate and Vocational Institute,Public,82,-6,11,6,29,2
John F Ross Collegiate and Vocational Institute,Public,88,1,10,4,19,4
Norwell District Secondary School,Public,68,-2,10,28,11,2
Orangeville District Secondary School,Public,81,-5,11,4,6,1
Wellington Heights Secondary School,Public,66,-5,10,15,0,0
Westside Secondary School,Public,75,-9,7,2,2,0
Monsignor Doyle Catholic Secondary School,Catholic,77,1,10,6,13,2
Resurrection Catholic Secondary School,Catholic,78,-7,13,6,22,3
St Benedict Catholic Secondary School,Catholic,76,-4,9,6,17,2
St David Catholic Secondary School,Catholic,86,-3,10,7,15,3
St Mary's High School,Catholic,82,0,15,7,33,8
Bluevale Collegiate Institute,Public,80,-7,10,2,15,2
Cameron Heights Collegiate Institute,Public,81,-4,15,8,41,3
Eastwood Collegiate Institute,Public,83,0,20,11,38,22
Elmira District Secondary School,Public,83,-3,7,31,26,0
Forest Heights Collegiate Institute,Public,63,-8,18,10,36,12
Galt Collegiate and Vocational Institute,Public,75,-3,14,12,26,6
Glenview Park Secondary School,Public,72,1,13,8,16,1
Grand River Collegiate Institute,Public,76,2,8,8,22,2
Huron Heights Secondary School,Public,77,1,10,3,27,2
Jacob Hespeler Secondary School,Public,68,-7,7,4,10,1
Kitchener Waterloo Collegiate and Vocational School,Public,77,-3,15,5,17,2
Preston High School,Public,79,-2,10,4,15,0
Sir John A Macdonald Secondary School,Public,90,2,12,4,35,3
Southwood Secondary School,Public,82,-1,7,6,3,0
Waterloo Collegiate Institute,Public,92,2,15,7,42,12
Waterloo-Oxford District Secondary School,Public,79,-4,7,6,4,0
Bishop Macdonell Catholic Secondary School,Catholic,93,3,5,1,6,2
Our Lady of Lourdes Catholic School,Catholic,81,-2,12,7,20,11
St James Catholic School,Catholic,74,-15,9,6,7,2
Assumption College School,Catholic,78,-6,28,9,36,2
Cardinal Carter Catholic Secondary School,Catholic,83,3,12,18,13,2
Catholic Central,Catholic,71,-7,42,20,71,41
F J Brennan Catholic High School,Catholic,88,0,20,6,12,1
Holy Names Catholic High School,Catholic,91,5,18,6,18,1
St Anne Secondary School,Catholic,87,-7,6,1,6,1
St Joseph's High School,Catholic,85,-2,18,6,19,3
St Thomas of Villanova Secondary School,Catholic,88,-2,8,3,3,1
Cardinal Carter Catholic Secondary School,Catholic,86,0,10,4,20,2
Father Bressani Catholic High School,Catholic,80,-7,8,7,12,0
Father Michael McGivney Catholic High School,Catholic,92,4,17,10,49,5
Holy Cross Catholic Academy High School,Catholic,75,-3,9,7,14,1
Jean Vanier High School,Catholic,83,2,22,2,47,13
Our Lady of the Lake Catholic College High School,Catholic,75,3,15,10,10,0
Sacred Heart Catholic High School,Catholic,79,-4,11,4,26,6
St Augustine Catholic High School,Catholic,93,-4,17,7,39,2
St Brother André Catholic High School,Catholic,84,-6,11,4,22,1
St Elizabeth Catholic High School,Catholic,86,1,12,4,29,5
St Jean de Brebeuf Catholic High School,Catholic,77,-6,10,9,21,1
St Joan of Arc Catholic High School,Catholic,70,0,10,5,22,7
St Maximilian Kolbe High School,Catholic,79,-7,10,3,13,0
St Robert Catholic High School,Catholic,94,-1,20,3,62,6
St Theresa of Lisieux Catholic High School,Catholic,93,1,13,2,31,1
Alexander MacKenzie High School,Public,82,-8,19,2,51,9
Aurora High School,Public,91,-2,10,2,22,2
Bayview Secondary School,Public,93,1,22,2,61,10
Bill Crothers Secondary School,Public,93,-1,12,5,10,1
Bur Oak Secondary School,Public,92,-2,16,9,63,7
Dr G W Williams Secondary School,Public,86,-2,10,3,33,4
Dr John M Denison Secondary School,Public,80,0,10,3,26,4
Emily Carr Secondary School,Public,88,3,7,4,13,2
Huron Heights Secondary School,Public,79,-4,9,5,6,1
Keswick High School,Public,71,-1,12,8,3,0
King City Secondary School,Public,72,-15,10,2,26,3
Langstaff Secondary School,Public,86,-6,21,3,55,5
Maple High School,Public,80,-8,13,8,68,10
Markham District High School,Public,90,-4,10,4,31,2
Markville Secondary School,Public,96,0,16,7,60,5
Middlefield Collegiate Institute,Public,88,0,20,13,82,6
Milliken Mills High School,Public,85,1,20,16,83,7
Newmarket High School,Public,87,-7,11,4,19,2
Pierre Elliott Trudeau High School,Public,93,-4,18,8,60,7
Richmond Green Secondary School,Public,90,-5,17,4,54,8
Richmond Hill High School,Public,91,-3,18,3,58,8
Sir William Mulock Secondary School,Public,78,-7,10,1,27,3
Stephen Lewis Secondary School,Public,89,-2,11,3,51,4
Stouffville District Secondary School,Public,82,-2,10,4,27,2
Sutton District High School,Public,51,-8,14,8,5,2
Thornhill Secondary School,Public,91,1,22,2,60,14
Thornlea Secondary School,Public,92,0,19,3,46,5
Tommy Douglas Secondary School,Public,86,-1,10,10,55,3
Unionville High School,Public,94,1,23,5,61,9
Vaughan Secondary School,Public,86,-4,12,4,44,2
Westmount Collegiate Institute,Public,92,2,12,1,29,3
Woodbridge College,Public,90,6,10,7,59,4
