school_name,school_type,osslt10,ossltchange,low_inc,no_deg,esl,imm
St Benedict Catholic Secondary School,Catholic,92,7,5,5,5,10
St Charles College,Catholic,84,-3,16,3,5,5
Geraldton Composite School,Public,44,2,15,30,0,0
Lake Superior High School,Public,78,-7,10,10,0,0
Manitouwadge High School,Public,50,-9,10,0,0,0
Marathon High School,Public,52,-11,5,5,0,0
Nipigon Red Rock District High School,Public,40,-15,15,5,0,0
A B Lucas Secondary School,Public,84,0,15,3,34,6
Arthur Voaden Secondary School,Public,32,-9,30,5,0,0
Central Elgin Collegiate Institute,Public,82,-6,13,4,3,0
Clarke Road Secondary School,Public,45,-15,22,13,8,1
College Avenue Secondary School,Public,43,-17,11,8,3,0
East Elgin Secondary School,Public,68,9,11,38,15,2
Glencoe District High School,Public,63,4,25,0,5,0
Glendale High School,Public,64,-8,9,16,1,0
H B Beal Secondary School,Public,67,2,22,8,21,11
Huron Park Secondary School,Public,64,-10,9,6,8,2
Ingersoll District Collegiate Institute,Public,59,-7,9,5,2,1
London Central Secondary School,Public,97,-1,19,5,42,5
London South Collegiate Institute,Public,80,6,20,7,15,2
Lord Dorchester Secondary School,Public,82,1,6,1,8,1
Medway High School,Public,77,-3,8,1,8,2
Montcalm Secondary School,Public,41,-5,34,21,32,15
North Middlesex District High School,Public,61,-7,10,0,0,0
Oakridge Secondary School,Public,86,-3,16,3,27,5
Parkside Collegiate Institute,Public,65,-7,12,4,2,0
Saunders Secondary School,Public,61,-4,16,4,21,3
Sir Frederick Banting Secondary School,Public,82,-1,20,4,32,9
Sir Wilfrid Laurier Secondary School,Public,78,4,20,8,19,2
Strathroy District Collegiate Institute,Public,76,8,9,5,1,0
West Elgin Secondary School,Public,51,-12,10,10,0,0
Westminster Secondary School,Public,79,8,30,10,61,31
Woodstock Collegiate Institute,Public,76,-6,10,6,3,1
St Ignatius High School,Catholic,83,5,12,4,3,1
St Patrick High School,Catholic,69,-7,12,5,3,1
Bishop Allen Academy Catholic Secondary School,Catholic,92,1,13,5,30,2
Bishop Marrocco/Thomas Merton Catholic Secondary School,Catholic,93,32,24,19,51,16
Brebeuf College School,Catholic,75,1,25,7,49,14
Cardinal Carter Academy for the Arts,Catholic,98,1,19,6,22,2
Chaminade College School,Catholic,81,1,20,16,24,3
Dante Alighieri Academy,Catholic,86,12,25,15,60,25
Father Henry Carr Catholic Secondary School,Catholic,73,6,29,25,31,14
Father John Redmond Catholic Secondary School,Catholic,94,4,14,4,24,3
Francis Libermann Catholic High School,Catholic,83,7,24,12,37,9
James Cardinal McGuigan Catholic High School,Catholic,54,-5,32,24,51,34
Loretto Abbey Catholic Secondary School,Catholic,92,3,18,8,28,4
Loretto College School,Catholic,86,16,20,20,35,5
Madonna Catholic Secondary School,Catholic,72,1,25,18,49,27
Marshall McLuhan Catholic Secondary School,Catholic,91,10,22,12,57,11
Mary Ward Catholic Secondary School,Catholic,90,-4,25,13,33,3
Michael Power/St Joseph High School,Catholic,84,1,16,6,28,4
Monsignor Percy Johnson Catholic High School,Catholic,80,11,25,21,33,13
Neil McNeil High School,Catholic,78,1,18,7,16,3
Notre Dame Catholic High School,Catholic,92,6,23,8,26,4
Senator O'Connor College School,Catholic,91,11,25,7,40,8
St Basil-the-Great College School,Catholic,76,0,25,22,37,11
St Joan of Arc Catholic Academy,Catholic,73,1,28,12,49,25
St John Henry Newman Catholic High School,Catholic,87,4,26,10,29,6
St John Paul II Catholic Secondary School,Catholic,82,-3,21,10,31,5
St Joseph Morrow Park Catholic Secondary School,Catholic,90,7,30,5,50,25
St Joseph's College School,Catholic,91,5,20,10,35,0
St Mary Catholic Academy,Catholic,89,17,24,17,47,16
St Michael's Choir (Sr) School,Catholic,100,0,20,0,20,0
St Mother Teresa Catholic Academy,Catholic,78,-1,25,15,30,20
St Oscar Romero Catholic Secondary School,Catholic,65,-5,24,24,61,16
St Patrick Catholic Secondary School,Catholic,93,14,32,12,41,15
A Y Jackson Secondary School,Public,87,-4,23,4,67,9
Agincourt Collegiate Institute,Public,96,3,24,16,62,3
Albert Campbell Collegiate Institute,Public,82,4,23,18,70,12
Birchmount Park Collegiate Institute,Public,73,5,30,9,37,10
Bloor Collegiate Institute,Public,89,-2,21,12,47,5
C W Jefferys Collegiate Institute,Public,62,-14,30,24,56,16
Cedarbrae Collegiate Institute,Public,76,9,34,14,53,14
Central Technical School,Public,48,-8,29,16,35,13
Central Toronto Academy,Public,80,9,21,11,21,9
Danforth Collegiate Institute and Technical School,Public,77,4,27,9,36,4
David and Mary Thomson Collegiate Institute,Public,63,2,31,17,58,17
Delphi Secondary Alternative School,Public,89,-11,20,10,40,0
Don Mills Collegiate Institute,Public,85,-3,26,8,48,7
Downsview Secondary School,Public,61,16,30,20,55,40
Dr Norman Bethune Collegiate Institute,Public,88,2,25,13,81,9
Earl Haig Secondary School,Public,95,2,31,3,56,12
East York Collegiate Institute,Public,70,4,26,8,38,8
Emery Collegiate Institute,Public,61,2,25,25,55,20
Etobicoke Collegiate Institute,Public,76,-9,14,4,33,8
Etobicoke School of the Arts,Public,96,-1,14,6,8,1
Forest Hill Collegiate Institute,Public,80,-9,15,4,32,10
George Harvey Collegiate Institute,Public,57,-16,30,20,60,40
George S Henry Academy,Public,85,10,30,10,65,30
Georges Vanier Secondary School,Public,79,17,31,5,71,28
Harbord Collegiate Institute,Public,94,4,19,9,24,4
Heydon Park Secondary School,Public,14,-15,20,10,30,0
Humberside Collegiate Institute,Public,92,0,12,4,16,2
Jarvis Collegiate Institute,Public,77,2,45,14,69,12
John Polanyi Collegiate Institute,Public,69,-11,30,10,55,25
Kipling Collegiate Institute,Public,46,-7,30,25,55,20
L'Amoreaux Collegiate Institute,Public,76,-3,30,15,60,15
Lakeshore Collegiate Institute,Public,72,3,20,8,28,8
Lawrence Park Collegiate Institute,Public,95,-3,10,1,15,2
Leaside High School,Public,97,1,14,4,23,2
Lester B Pearson Collegiate Institute,Public,83,7,21,12,56,7
Malvern Collegiate Institute,Public,95,0,10,2,8,2
Marc Garneau Collegiate Institute,Public,82,3,46,18,85,18
Martingrove Collegiate Institute,Public,86,4,21,12,38,4
Monarch Park Collegiate Institute,Public,88,5,21,7,24,4
Newtonbrook Secondary School,Public,64,-12,27,6,68,32
North Albion Collegiate Institute,Public,81,6,28,26,59,14
North Toronto Collegiate Institute,Public,93,-5,16,1,29,12
Northern Secondary School,Public,88,-2,16,2,17,3
Northview Heights Secondary School,Public,87,7,24,9,62,18
Oakwood Collegiate Institute,Public,60,-8,25,10,20,0
Oasis Alternative Secondary School,Public,54,-8,25,10,10,0
Parkdale Collegiate Institute,Public,84,5,25,15,40,5
R H King Academy,Public,90,0,23,6,48,7
Richview Collegiate Institute,Public,90,-2,14,7,22,1
Riverdale Collegiate Institute,Public,91,6,23,10,23,0
Rosedale Heights School of the Arts,Public,95,-1,18,8,11,2
Runnymede Collegiate Institute,Public,70,-3,30,15,35,0
SATEC @ W A Porter Collegiate Institute,Public,90,0,25,8,60,4
Silverthorn Collegiate Institute,Public,80,1,17,5,20,9
Sir John A Macdonald Collegiate Institute,Public,82,-7,24,8,51,10
Sir Oliver Mowat Collegiate Institute,Public,80,-3,11,3,16,2
Sir Wilfrid Laurier Collegiate Institute,Public,80,7,26,12,52,6
Stephen Leacock Collegiate Institute,Public,85,5,35,10,60,20
Thistletown Collegiate Institute,Public,89,10,25,20,40,10
Ursula Franklin Academy,Public,100,2,12,5,22,1
Victoria Park Collegiate Institute,Public,75,-11,26,7,56,8
West Hill Collegiate Institute,Public,70,2,27,10,39,12
West Humber Collegiate Institute,Public,86,13,24,21,59,7
Western Technical & Commercial School,Public,76,4,20,10,24,4
Weston Collegiate Institute,Public,65,0,32,22,47,10
Westview Centennial Secondary School,Public,46,7,37,33,41,14
Wexford Collegiate School for the Arts,Public,82,1,22,6,30,5
William Lyon Mackenzie Collegiate Institute,Public,94,4,19,4,47,11
Winston Churchill Collegiate Institute,Public,57,-12,30,15,50,10
Woburn Collegiate Institute,Public,82,3,29,14,60,8
York Memorial Collegiate Institute,Public,85,5,27,21,52,3
York Mills Collegiate Institute,Public,93,2,22,2,45,8
AAEC's/e-Learning,Public,29,8,16,7,7,1
Bracebridge and Muskoka Lakes Secondary School,Public,77,-7,13,2,2,0
Fenelon Falls Secondary School,Public,63,-7,16,11,0,0
Gravenhurst High School,Public,70,-11,20,10,0,0
Haliburton Highland Secondary School,Public,69,5,15,15,0,0
Huntsville High School,Public,79,1,13,5,2,1
I E Weldon Secondary School,Public,73,-14,13,5,1,1
Lindsay Collegiate and Vocational Institute,Public,63,-12,10,4,0,1
Almonte District High School,Public,75,-6,5,0,0,0
Athens District High School,Public,59,-17,10,0,0,0
Brockville Collegiate Institute,Public,79,-6,15,5,0,0
Carleton Place High School,Public,84,7,10,2,1,1
Charlottenburgh and Lancaster District High School,Public,95,3,15,10,0,0
Cornwall Collegiate and Vocational School,Public,52,-3,24,10,11,3
Gananoque Secondary School,Public,74,5,10,0,0,0
Glengarry District High School,Public,75,-8,20,0,10,0
North Dundas District High School,Public,77,-1,10,0,0,0
North Grenville District High School,Public,72,-2,9,0,2,1
Perth and District Collegiate Institute,Public,77,2,15,5,0,0
Rideau District High School,Public,75,-3,10,0,0,0
Rockland District High School,Public,66,-7,10,5,5,0
Russell High School,Public,73,-1,0,0,5,0
Seaway District High School,Public,67,0,20,0,0,0
Smiths Falls District Collegiate Institute,Public,69,3,18,5,3,0
South Grenville District High School,Public,60,-10,10,5,0,0
St Lawrence Secondary School,Public,49,-7,30,10,20,5
T R Leger School of Adult & Continuing Secondary School,Public,39,-11,18,7,5,1
Tagwi Secondary School,Public,69,-12,10,0,0,0
Thousand Islands Secondary School,Public,79,3,18,4,1,1
Vankleek Hill Collegiate Institute,Public,95,12,20,0,20,0
Centennial Collegiate and Vocational Institute,Public,91,6,8,1,23,2
Centre Dufferin District High School,Public,75,5,11,2,2,1
Centre Wellington District High School,Public,85,3,8,5,2,0
College Heights Secondary School,Public,31,6,20,5,5,0
Erin District High School,Public,86,-4,5,0,0,0
Guelph Collegiate and Vocational Institute,Public,88,3,10,6,26,2
John F Ross Collegiate and Vocational Institute,Public,86,-4,10,3,16,5
Norwell District Secondary School,Public,72,-5,10,27,11,0
Orangeville District Secondary School,Public,78,-1,10,4,5,2
Wellington Heights Secondary School,Public,73,-6,10,20,0,0
Westside Secondary School,Public,78,6,6,2,3,1
Monsignor Doyle Catholic Secondary School,Catholic,76,0,9,7,11,2
Resurrection Catholic Secondary School,Catholic,88,2,15,7,28,8
St Benedict Catholic Secondary School,Catholic,82,4,10,6,18,2
St David Catholic Secondary School,Catholic,84,-2,12,8,20,5
St Mary's High School,Catholic,79,7,15,6,34,12
Bluevale Collegiate Institute,Public,81,-5,10,4,19,1
Cameron Heights Collegiate Institute,Public,81,-2,15,8,43,2
Eastwood Collegiate Institute,Public,77,-2,19,10,39,17
Elmira District Secondary School,Public,84,-8,7,30,22,0
Forest Heights Collegiate Institute,Public,68,-10,18,8,42,15
Galt Collegiate and Vocational Institute,Public,77,-1,14,11,28,8
Glenview Park Secondary School,Public,68,1,13,8,17,0
Grand River Collegiate Institute,Public,75,-2,8,7,23,2
Huron Heights Secondary School,Public,74,-12,10,3,32,3
Jacob Hespeler Secondary School,Public,65,-14,6,3,13,1
Kitchener Waterloo Collegiate and Vocational School,Public,79,3,14,6,17,2
Laurel Heights Secondary School,Public,85,2,13,3,39,5
Preston High School,Public,79,-6,10,4,16,1
Southwood Secondary School,Public,69,-12,8,6,4,1
Waterloo Collegiate Institute,Public,85,-4,17,8,49,18
Waterloo-Oxford District Secondary School,Public,79,-3,6,6,4,0
Bishop Macdonell Catholic Secondary School,Catholic,90,4,6,2,9,4
Our Lady of Lourdes Catholic School,Catholic,79,-8,13,8,33,17
St James Catholic School,Catholic,77,-7,9,5,6,1
Assumption College School,Catholic,82,-4,30,10,41,5
Cardinal Carter Catholic Secondary School,Catholic,92,9,12,19,14,6
Catholic Central,Catholic,75,10,41,19,79,55
F J Brennan Catholic High School,Catholic,86,2,22,7,11,2
Holy Names Catholic High School,Catholic,86,-3,19,6,19,2
St Anne Secondary School,Catholic,84,-6,7,2,8,1
St Joseph's High School,Catholic,85,0,18,6,30,3
St Thomas of Villanova Secondary School,Catholic,93,5,7,3,3,1
Cardinal Carter Catholic Secondary School,Catholic,84,-5,10,4,21,1
Father Bressani Catholic High School,Catholic,88,1,8,7,12,1
Father Michael McGivney Catholic High School,Catholic,97,4,17,11,44,5
Holy Cross Catholic Academy High School,Catholic,74,-2,9,7,14,2
Our Lady Queen of the World CA High School,Catholic,84,4,21,2,45,14
Our Lady of the Lake Catholic Academy High School,Catholic,66,-6,10,5,10,0
Sacred Heart Catholic High School,Catholic,84,1,10,3,27,7
St Augustine Catholic High School,Catholic,95,3,17,6,37,4
St Brother André Catholic High School,Catholic,83,-3,12,5,21,3
St Elizabeth Catholic High School,Catholic,87,5,12,4,25,6
St Jean de Brebeuf Catholic High School,Catholic,78,-7,11,9,18,1
St Joan of Arc Catholic High School,Catholic,83,6,11,6,21,7
St Maximilian Kolbe High School,Catholic,84,0,11,3,12,1
St Robert Catholic High School,Catholic,92,-5,19,2,61,6
St Theresa of Lisieux Catholic High School,Catholic,92,-3,13,2,32,1
Alexander MacKenzie High School,Public,88,1,17,1,53,9
Aurora High School,Public,94,3,11,3,26,3
Bayview Secondary School,Public,96,2,23,2,65,16
Bill Crothers Secondary School,Public,94,-2,12,5,10,0
Bur Oak Secondary School,Public,92,2,16,8,65,5
Dr G W Williams Secondary School,Public,90,3,11,4,41,6
Dr John M Denison Secondary School,Public,83,8,10,3,31,7
Emily Carr Secondary School,Public,87,0,7,5,17,3
Hodan Nalayeh Secondary School,Public,90,2,11,3,52,3
Huron Heights Secondary School,Public,80,1,10,5,12,2
Keswick High School,Public,71,-3,11,7,6,1
King City Secondary School,Public,84,7,9,2,26,5
Langstaff Secondary School,Public,87,-6,22,3,68,15
Maple High School,Public,91,6,14,8,66,9
Markham District High School,Public,89,3,10,4,28,3
Markville Secondary School,Public,95,1,15,6,53,8
Middlefield Collegiate Institute,Public,88,-2,20,13,82,6
Milliken Mills High School,Public,88,-2,19,14,80,5
Newmarket High School,Public,92,-2,11,4,28,3
Pierre Elliott Trudeau High School,Public,97,4,20,9,60,8
Richmond Green Secondary School,Public,90,2,17,3,55,9
Richmond Hill High School,Public,92,-1,18,3,63,12
Sir William Mulock Secondary School,Public,82,-1,9,2,29,4
Stephen Lewis Secondary School,Public,91,1,11,2,43,5
Stouffville District Secondary School,Public,83,-4,10,5,26,2
Sutton District High School,Public,56,-4,15,10,0,0
Thornhill Secondary School,Public,89,-1,23,2,63,17
Thornlea Secondary School,Public,93,2,20,3,45,7
Tommy Douglas Secondary School,Public,86,3,11,10,51,6
Unionville High School,Public,93,0,22,6,64,9
Westmount Collegiate Institute,Public,91,-2,12,1,32,2
Woodbridge College,Public,83,1,10,10,55,5
